"filename", "language", "XML", "Razor", "CSS", "Markdown", "JavaScript", "C#", "JSON", "Properties", "comment", "blank", "total"
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\User\EditUser.cshtml", "Razor", 0, 45, 0, 0, 0, 0, 0, 0, 0, 3, 48
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\User\ListFeedbacks.cshtml", "Razor", 0, 101, 0, 0, 0, 0, 0, 0, 2, 6, 109
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\User\ListOrders.cshtml", "Razor", 0, 190, 0, 0, 0, 0, 0, 0, 0, 7, 197
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\User\Profile.cshtml", "Razor", 0, 102, 0, 0, 0, 0, 0, 0, 7, 11, 120
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\User\Purse.cshtml", "Razor", 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\User\UpdatePassword.cshtml", "Razor", 0, 46, 0, 0, 0, 0, 0, 0, 0, 4, 50
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\_ViewImports.cshtml", "Razor", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\Views\_ViewStart.cshtml", "Razor", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\YemekGuru.webapp.csproj", "XML", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\appsettings.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 29
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\appsettings.json", "JSON", 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\bin\Debug\net7.0\YemekGuru.webapp.deps.json", "JSON", 0, 0, 0, 0, 0, 0, 1419, 0, 0, 0, 1419
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\bin\Debug\net7.0\YemekGuru.webapp.runtimeconfig.json", "JSON", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 20
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\bin\Debug\net7.0\YemekGuru.webapp.staticwebassets.runtime.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\bin\Debug\net7.0\appsettings.Development.json", "JSON", 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 29
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\bin\Debug\net7.0\appsettings.json", "JSON", 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\.NETCoreApp,Version=v7.0.AssemblyAttributes.cs", "C#", 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 5
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\YemekGuru.webapp.AssemblyInfo.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 9, 5, 23
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\YemekGuru.webapp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 229, 0, 71, 300
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\YemekGuru.webapp.GlobalUsings.g.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 1, 1, 18
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\YemekGuru.webapp.RazorAssemblyInfo.cs", "C#", 0, 0, 0, 0, 0, 4, 0, 0, 9, 5, 18
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\scopedcss\Views\Shared\_Layout.cshtml.rz.scp.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\scopedcss\bundle\YemekGuru.webapp.styles.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\scopedcss\projectbundle\YemekGuru.webapp.bundle.scp.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\staticwebassets.build.json", "JSON", 0, 0, 0, 0, 0, 0, 2851, 0, 0, 0, 2851
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\staticwebassets.development.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\staticwebassets.pack.json", "JSON", 0, 0, 0, 0, 0, 0, 613, 0, 0, 0, 613
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\staticwebassets\msbuild.YemekGuru.webapp.Microsoft.AspNetCore.StaticWebAssets.props", "XML", 2372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2372
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\staticwebassets\msbuild.build.YemekGuru.webapp.props", "XML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\staticwebassets\msbuild.buildMultiTargeting.YemekGuru.webapp.props", "XML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\Debug\net7.0\staticwebassets\msbuild.buildTransitive.YemekGuru.webapp.props", "XML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\YemekGuru.webapp.csproj.EntityFrameworkCore.targets", "XML", 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\YemekGuru.webapp.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 0, 0, 0, 329, 0, 0, 0, 329
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\YemekGuru.webapp.csproj.nuget.g.props", "XML", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\YemekGuru.webapp.csproj.nuget.g.targets", "XML", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\obj\project.assets.json", "JSON", 0, 0, 0, 0, 0, 0, 4075, 0, 0, 0, 4075
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\css\admin.css", "CSS", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\css\seller.css", "CSS", 0, 0, 13, 0, 0, 0, 0, 0, 19, 2, 34
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\css\site.css", "CSS", 0, 0, 38, 0, 0, 0, 0, 0, 0, 11, 49
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.css", "CSS", 0, 0, 3855, 0, 0, 0, 0, 0, 7, 1135, 4997
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.css", "CSS", 0, 0, 3855, 0, 0, 0, 0, 0, 7, 1134, 4996
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.css", "CSS", 0, 0, 347, 0, 0, 0, 0, 0, 16, 64, 427
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 8
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.css", "CSS", 0, 0, 353, 0, 0, 0, 0, 0, 8, 63, 424
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 8
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.css", "CSS", 0, 0, 3729, 0, 0, 0, 0, 0, 9, 1128, 4866
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.css", "CSS", 0, 0, 3725, 0, 0, 0, 0, 0, 7, 1125, 4857
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap.css", "CSS", 0, 0, 9453, 0, 0, 0, 0, 0, 27, 1741, 11221
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css", "CSS", 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.css", "CSS", 0, 0, 9455, 0, 0, 0, 0, 0, 7, 1735, 11197
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.min.css", "CSS", 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.js", "JavaScript", 0, 0, 0, 0, 4846, 0, 0, 0, 584, 1351, 6781
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.js", "JavaScript", 0, 0, 0, 0, 3418, 0, 0, 0, 495, 1065, 4978
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\js\bootstrap.js", "JavaScript", 0, 0, 0, 0, 3457, 0, 0, 0, 501, 1069, 5027
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\bootstrap\dist\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.js", "JavaScript", 0, 0, 0, 0, 306, 0, 0, 0, 76, 54, 436
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 8
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery-validation\LICENSE.md", "Markdown", 0, 0, 0, 18, 0, 0, 0, 0, 0, 5, 23
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery-validation\dist\additional-methods.js", "JavaScript", 0, 0, 0, 0, 867, 0, 0, 0, 443, 202, 1512
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery-validation\dist\additional-methods.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 4
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery-validation\dist\jquery.validate.js", "JavaScript", 0, 0, 0, 0, 1228, 0, 0, 0, 189, 244, 1661
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery-validation\dist\jquery.validate.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 4
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery\dist\jquery.js", "JavaScript", 0, 0, 0, 0, 6895, 0, 0, 0, 1911, 2076, 10882
"c:\Users\yusuf\Desktop\YemekGuru\YemekGuru.webapp\wwwroot\lib\jquery\dist\jquery.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"Total", "-", 2419, 5498, 34846, 18, 21024, 4376, 4141, 216, 4561, 15176, 92275
